year,month,us_stock_return,us_stock_dividend,intl_stock_return,intl_stock_dividend,bond_return,bond_interest_rate,inflation,hysa_interest
1926,8,0.007511,0.0,-0.017451,0.0,-0.003198,0.042588,0.003557,0.033754
1926,9,-0.063653,0.005406,-0.05505,0.006039,0.002978,0.030541,0.003969,0.021988
1926,10,0.005946,0.0,0.008488,0.0,-0.002099,0.040331,0.003904,0.021263
1926,11,0.024893,0.0,0.058014,0.0,0.000863,0.049162,0.001553,0.022996
1926,12,0.009312,0.00631,-0.01935,0.005363,0.007279,0.043047,0.00467,0.02003
1927,1,0.046398,0.0,0.033948,0.0,-0.001876,0.041277,0.003418,0.024045
1927,2,0.021761,0.0,0.019121,0.0,0.005719,0.042746,0.000321,0.022577
1927,3,0.08339,0.003038,0.068004,0.0058,-0.009699,0.043528,0.001079,0.02135
1927,4,-0.035721,0.0,-0.04012,0.0,-0.006228,0.042478,0.005494,0.016334
1927,5,0.011495,0.0,0.033346,0.0,0.003612,0.041701,-0.000431,0.022005
1927,6,0.003832,0.005657,-0.01171,0.00527,-0.006104,0.0384,0.005224,0.029466
1927,7,-0.035786,0.0,-0.012715,0.0,0.014014,0.033343,0.002074,0.024947
1927,8,0.037701,0.0,0.0534,0.0,-0.002293,0.041771,0.000129,0.028534
1927,9,0.027115,0.002815,0.006607,0.006273,-0.003954,0.037858,0.006947,0.025048
1927,10,0.062993,0.0,0.003117,0.0,0.008153,0.030995,0.000709,0.018546
1927,11,0.027293,0.0,0.044671,0.0,-0.016522,0.041929,0.004044,0.025712
1927,12,0.007969,0.003242,0.024869,0.006553,0.002441,0.036003,0.001003,0.030325
1928,1,-0.021528,0.0,0.013625,0.0,0.007219,0.046669,0.003188,0.022567
1928,2,0.027749,0.0,0.039901,0.0,0.014503,0.034103,-0.002939,0.029946
1928,3,0.006624,0.003997,0.003652,0.007388,-0.003396,0.034787,0.00316,0.020318
1928,4,0.035147,0.0,0.038258,0.0,0.006317,0.039256,0.006848,0.021417
1928,5,0.052568,0.0,-0.027514,0.0,0.001727,0.036455,0.005665,0.022712
1928,6,-0.009361,0.003411,0.028626,0.005026,-0.005648,0.041415,0.002405,0.025309
1928,7,0.059246,0.0,0.044238,0.0,0.006854,0.035423,0.001764,0.027247
1928,8,-0.060306,0.0,-0.006557,0.0,-0.004796,0.045667,0.004019,0.026704
1928,9,0.012371,0.004639,0.021928,0.006125,0.020378,0.039416,0.001762,0.032507
1928,10,-0.013282,0.0,-0.038423,0.0,-0.010186,0.040875,0.008628,0.023006
1928,11,0.1075,0.0,0.079759,0.0,0.007805,0.045492,0.003952,0.026221
1928,12,0.055,0.00365,0.1134,0.006127,0.012732,0.035161,0.001255,0.024801
1929,1,-0.056949,0.0,-0.017482,0.0,-0.008311,0.042407,-0.000771,0.021832
1929,2,0.000708,0.0,-0.026238,0.0,0.004655,0.041667,-0.000166,0.028333
1929,3,0.097171,0.003916,0.016175,0.004994,-0.004838,0.045918,0.001788,0.027054
1929,4,0.004392,0.0,-0.02667,0.0,-2.3e-05,0.041773,0.002055,0.030839
1929,5,0.000322,0.0,0.001066,0.0,-0.015022,0.034255,0.001403,0.022309
1929,6,-0.043334,0.003266,-0.098859,0.006132,0.007006,0.034781,-0.000275,0.038214
1929,7,0.026535,0.0,0.048564,0.0,0.005115,0.045001,0.000148,0.026528
1929,8,0.037327,0.0,0.063611,0.0,0.014078,0.039699,-0.002686,0.039418
1929,9,-0.067955,0.003439,0.011134,0.005355,-0.000753,0.035454,0.003192,0.028895
1929,10,-0.110291,0.0,-0.090516,0.0,0.002964,0.031933,-2.7e-05,0.028565
1929,11,-0.163774,0.0,-0.210771,0.0,0.002718,0.047369,0.003458,0.037996
1929,12,-0.070618,0.002856,-0.044251,0.004198,-0.008137,0.041004,0.000353,0.026975
1930,1,0.05044,0.0,0.054496,0.0,-0.000524,0.044273,-2.2e-05,0.021472
1930,2,-0.029608,0.0,-0.056099,0.0,-0.000573,0.040765,-0.003977,0.035303
1930,3,-0.057973,0.005717,-0.076793,0.006858,0.002397,0.042957,-0.010324,0.022777
1930,4,-0.052511,0.0,0.036363,0.0,0.006547,0.033777,-0.012106,0.024399
1930,5,-0.052627,0.0,-0.085699,0.0,0.0116,0.035302,-0.008004,0.031112
1930,6,-0.076597,0.003664,-0.018376,0.00696,0.020768,0.047436,-0.010455,0.030005
1930,7,0.043611,0.0,-0.019115,0.0,0.009697,0.041654,-0.006495,0.027134
1930,8,-0.042613,0.0,-0.021753,0.0,-0.006226,0.030095,-0.007934,0.023532
1930,9,0.013794,0.006171,0.009107,0.006097,0.003125,0.03899,-0.007312,0.024497
1930,10,0.042378,0.0,0.028009,0.0,0.005143,0.035207,-0.008152,0.022966
1930,11,0.054865,0.0,0.04472,0.0,0.001256,0.041117,-0.005324,0.017674
1930,12,0.023404,0.004598,0.008089,0.006274,0.003697,0.037803,-0.003321,0.034024
1931,1,0.046635,0.0,0.013967,0.0,-0.001127,0.042858,-0.00746,0.024754
1931,2,0.125422,0.0,0.102042,0.0,-0.000579,0.034423,-0.004177,0.023867
1931,3,-0.050045,0.00334,-0.043033,0.007023,0.000232,0.042066,-0.00024,0.023959
1931,4,-0.175247,0.0,-0.098781,0.0,0.003483,0.042443,-0.015124,0.025058
1931,5,0.027868,0.0,0.04133,0.0,0.005523,0.046,-0.009296,0.023148
1931,6,0.003212,0.004878,0.029193,0.006732,0.010012,0.033648,-0.005109,0.024314
1931,7,-0.169727,0.0,-0.133944,0.0,0.000801,0.046974,-0.011603,0.02847
1931,8,0.088575,0.0,0.061211,0.0,-0.000922,0.038974,-0.001036,0.024274
1931,9,0.07935,0.004713,0.064097,0.006054,0.010249,0.041948,-0.004294,0.041001
1931,10,0.039917,0.0,0.020851,0.0,0.00594,0.039452,-0.007926,0.017757
1931,11,-0.043992,0.0,-0.056324,0.0,0.010893,0.043034,-0.006427,0.027879
1931,12,-0.156078,0.003647,-0.11728,0.00574,-0.00054,0.030048,-0.003591,0.024527
1932,1,0.133533,0.0,0.064348,0.0,0.019119,0.046314,-0.007861,0.01735
1932,2,0.027786,0.0,0.017707,0.0,-0.001314,0.040702,-0.001506,0.017381
1932,3,-0.094063,0.004539,-0.075247,0.006777,0.015271,0.044362,-0.007241,0.021124
1932,4,-0.002747,0.0,-0.004444,0.0,-0.001091,0.041544,-0.011963,0.027573
1932,5,0.049187,0.0,0.03718,0.0,-0.00421,0.04476,-0.004569,0.011515
1932,6,0.007681,0.002656,0.073091,0.005993,0.004113,0.041883,-0.006892,0.025513
1932,7,-0.11961,0.0,-0.089909,0.0,0.00823,0.04119,-0.001124,0.029881
1932,8,0.087936,0.0,0.06222,0.0,0.019729,0.034478,-0.006334,0.022858
1932,9,0.002298,0.004008,0.016276,0.004721,0.007584,0.035532,-0.007265,0.021523
1932,10,0.015965,0.0,-0.022909,0.0,-0.003539,0.039212,-0.001857,0.029449
1932,11,-0.092605,0.0,-0.042411,0.0,-0.004614,0.040127,-0.004125,0.021547
1932,12,-0.082396,0.002585,-0.034112,0.007078,0.0028,0.044527,-0.007019,0.018654
1933,1,0.008379,0.0,0.050776,0.0,0.007016,0.041595,-0.002624,0.022908
1933,2,0.018294,0.0,0.011774,0.0,0.021696,0.045795,-0.015914,0.029033
1933,3,-0.033582,0.002347,-0.013344,0.006047,-0.009671,0.042777,-0.001965,0.023914
1933,4,0.02823,0.0,0.037652,0.0,0.010912,0.034825,-0.009172,0.023445
1933,5,-0.036077,0.0,0.001526,0.0,-0.003052,0.049739,-0.004636,0.03286
1933,6,-0.02896,0.004651,-0.024611,0.006601,0.004739,0.035658,-0.015517,0.032475
1933,7,-0.090609,0.0,-0.128696,0.0,-0.004259,0.043224,-0.007705,0.025509
1933,8,-0.038469,0.0,-0.030251,0.0,0.011579,0.037004,-0.008985,0.026783
1933,9,-0.043323,0.005835,-0.024887,0.005862,0.016822,0.033554,-0.008115,0.02432
1933,10,0.007918,0.0,-0.011216,0.0,0.01271,0.043565,-0.006854,0.022692
1933,11,0.025816,0.0,0.025572,0.0,0.007338,0.039229,-0.008788,0.024992
1933,12,0.032196,0.004644,0.049526,0.006125,-0.000126,0.036911,-0.009885,0.02796
1934,1,0.027387,0.0,0.040843,0.0,0.00792,0.038401,0.004571,0.026554
1934,2,0.04079,0.0,-0.001258,0.0,-0.000883,0.030152,0.006142,0.024271
1934,3,-0.012266,0.003676,0.014319,0.006033,-0.002405,0.027759,0.005997,0.028946
1934,4,-0.000906,0.0,0.044686,0.0,0.005826,0.042122,0.001418,0.029076
1934,5,0.051816,0.0,0.049331,0.0,0.002434,0.046748,0.001635,0.026904
1934,6,-0.007409,0.002943,0.037039,0.007033,-0.00655,0.039279,0.005761,0.030972
1934,7,-0.011901,0.0,-0.021435,0.0,0.015995,0.047397,-0.001226,0.025432
1934,8,0.06925,0.0,0.107903,0.0,0.000825,0.042552,0.005691,0.016247
1934,9,0.018672,0.005342,0.00984,0.005495,0.006712,0.033711,0.004769,0.023652
1934,10,0.051309,0.0,0.041319,0.0,0.007939,0.034668,0.005645,0.015452
1934,11,0.03099,0.0,-0.03214,0.0,0.013948,0.036778,0.000226,0.019762
1934,12,-0.074136,0.004804,-0.055972,0.007434,-0.004906,0.034462,0.003834,0.028424
1935,1,0.070178,0.0,0.076281,0.0,-0.00127,0.032966,0.001659,0.029962
1935,2,0.02034,0.0,0.007392,0.0,0.003028,0.037785,0.002955,0.014853
1935,3,0.059045,0.004428,0.012014,0.005305,0.016664,0.043341,0.000943,0.017376
1935,4,-0.017762,0.0,-0.022053,0.0,-0.006644,0.038109,0.006269,0.023329
1935,5,-0.038337,0.0,0.030379,0.0,-0.0209,0.043179,0.003363,0.024828
1935,6,0.101134,0.002296,0.050489,0.005839,0.002213,0.03591,0.003729,0.022014
1935,7,0.044098,0.0,0.021788,0.0,-0.008923,0.031235,0.000778,0.016362
1935,8,-0.009781,0.0,0.011795,0.0,0.002094,0.045074,-0.000262,0.031069
1935,9,0.052629,0.003443,0.079006,0.003714,-0.01403,0.047601,-5.6e-05,0.020496
1935,10,0.016093,0.0,-0.045169,0.0,0.014281,0.033464,0.003863,0.023673
1935,11,-0.019945,0.0,0.010896,0.0,0.011967,0.036413,0.004435,0.025495
1935,12,0.00613,0.005043,0.03407,0.007345,0.004668,0.045864,0.004195,0.021407
1936,1,-0.028953,0.0,-0.029776,0.0,0.011121,0.043727,0.000939,0.023374
1936,2,-0.100785,0.0,-0.020306,0.0,0.008951,0.029777,0.000494,0.028071
1936,3,0.031772,0.005962,0.019464,0.005844,0.01278,0.034642,0.002279,0.02008
1936,4,0.022704,0.0,-0.002144,0.0,0.003003,0.045136,0.002356,0.022225
1936,5,0.043414,0.0,0.062091,0.0,-0.005324,0.034487,-0.004127,0.03071
1936,6,0.007918,0.005685,0.013249,0.006554,0.012885,0.039993,0.002621,0.026422
1936,7,-0.045851,0.0,-0.035862,0.0,-0.000201,0.042485,0.002542,0.025906
1936,8,0.069943,0.0,0.075023,0.0,0.0052,0.042081,0.002565,0.034721
1936,9,0.02612,0.003059,0.01876,0.006759,0.010955,0.051762,-0.000984,0.024179
1936,10,-0.02707,0.0,0.033263,0.0,-0.009637,0.033859,0.003715,0.021534
1936,11,-0.012561,0.0,0.058085,0.0,-0.000592,0.028994,-0.004093,0.020417
1936,12,0.009556,0.002711,0.004921,0.006668,0.002803,0.042209,-0.001622,0.025963
1937,1,-0.055732,0.0,-0.036799,0.0,-0.000262,0.033264,-0.000463,0.024353
1937,2,0.045807,0.0,0.027109,0.0,-0.004562,0.053319,0.00953,0.02046
1937,3,0.034718,0.003607,-0.02032,0.006614,0.008103,0.04294,0.003735,0.024137
1937,4,-0.033432,0.0,-0.033451,0.0,-0.007788,0.044178,9.2e-05,0.019081
1937,5,-0.015847,0.0,0.040893,0.0,0.010186,0.038377,0.00055,0.020205
1937,6,-0.015004,0.003056,-0.02146,0.006443,0.009911,0.041156,-0.000224,0.027757
1937,7,0.011902,0.0,0.035002,0.0,-0.009836,0.041994,0.000382,0.018758
1937,8,-0.010156,0.0,0.007118,0.0,-0.002377,0.036962,0.002174,0.015626
1937,9,0.055812,0.004834,0.044846,0.005974,-0.008443,0.042669,0.000388,0.026858
1937,10,-0.02383,0.0,0.037052,0.0,-0.004117,0.045346,0.002672,0.026605
1937,11,0.033564,0.0,0.04176,0.0,0.008362,0.044307,0.004597,0.019958
1937,12,0.068939,0.002486,0.049461,0.006114,0.018449,0.03762,-0.000603,0.027292
1938,1,0.003375,0.0,0.005014,0.0,-0.004479,0.029533,0.000742,0.024102
1938,2,0.048241,0.0,-0.016011,0.0,0.005658,0.042828,-0.000721,0.023974
1938,3,0.033028,0.003292,0.016764,0.006365,-0.007613,0.038988,0.000402,0.031152
1938,4,0.14229,0.0,0.142821,0.0,0.00489,0.039205,0.000528,0.02327
1938,5,0.013366,0.0,0.04922,0.0,0.005151,0.045528,0.005824,0.024133
1938,6,-0.019359,0.003385,0.004247,0.007482,0.014769,0.045481,-0.000324,0.025894
1938,7,-0.013498,0.0,-0.024183,0.0,-0.010566,0.042217,0.003007,0.023802
1938,8,0.042981,0.0,0.01579,0.0,0.001588,0.033992,0.008678,0.027467
1938,9,0.034823,0.003524,0.033029,0.007002,0.006579,0.03577,-0.001185,0.021272
1938,10,0.02486,0.0,0.036549,0.0,0.000769,0.038151,5.6e-05,0.0238
1938,11,0.017509,0.0,0.050337,0.0,-0.006881,0.047764,0.002914,0.026311
1938,12,0.036793,0.003514,0.055461,0.0044,0.005969,0.030936,0.001932,0.01875
1939,1,-0.030106,0.0,0.000155,0.0,0.003623,0.039122,0.003956,0.027395
1939,2,0.016936,0.0,0.087102,0.0,0.015741,0.042747,0.000772,0.029952
1939,3,0.018927,0.00489,0.007986,0.006706,0.004123,0.040704,0.002733,0.024194
1939,4,-0.08372,0.0,-0.011623,0.0,-0.001243,0.038358,0.001782,0.027692
1939,5,0.038087,0.0,0.008175,0.0,0.002561,0.045935,0.005005,0.02513
1939,6,-0.021742,0.003273,-0.075324,0.006177,0.006079,0.045534,0.003637,0.025835
1939,7,-0.001642,0.0,-0.055145,0.0,0.009148,0.035835,0.004818,0.018783
1939,8,-0.018415,0.0,-0.027306,0.0,0.009379,0.039715,0.002014,0.025724
1939,9,0.033165,0.003199,-0.004243,0.005133,0.004146,0.037469,-0.002766,0.018586
1939,10,-0.007051,0.0,0.028066,0.0,-0.009184,0.04036,0.001408,0.023317
1939,11,-0.027056,0.0,-0.048695,0.0,-0.002278,0.038716,0.001464,0.029437
1939,12,-0.025123,0.004278,0.040901,0.00447,0.007451,0.044894,0.005905,0.019256
1940,1,0.010369,0.0,-0.038808,0.0,0.001404,0.036665,0.003681,0.021042
1940,2,0.042361,0.0,0.03955,0.0,0.001296,0.02943,0.004643,0.022546
1940,3,-0.02139,0.003559,0.023469,0.004814,0.003128,0.043323,0.00377,0.020007
1940,4,0.004369,0.0,-0.036436,0.0,-0.003958,0.035995,0.001427,0.020025
1940,5,-0.014701,0.0,0.006093,0.0,-0.0069,0.041696,0.00532,0.040272
1940,6,-0.02861,0.004419,-0.071182,0.0074,-0.001653,0.035565,0.003549,0.023728
1940,7,-0.011922,0.0,-0.039547,0.0,-0.021353,0.040454,0.007884,0.022348
1940,8,0.041767,0.0,0.038557,0.0,0.008088,0.037403,-0.002523,0.024133
1940,9,-0.082149,0.003758,-0.112321,0.006089,0.00048,0.039658,0.002924,0.017325
1940,10,-0.008453,0.0,-0.012432,0.0,-0.000172,0.043044,0.00046,0.013982
1940,11,0.034394,0.0,0.038418,0.0,-0.007273,0.037118,0.001754,0.023679
1940,12,0.042834,0.004338,0.039892,0.005239,0.013708,0.034284,-0.002755,0.030644
1941,1,-0.022687,0.0,-0.034317,0.0,0.004959,0.037953,5.6e-05,0.023852
1941,2,0.049204,0.0,0.026168,0.0,0.015719,0.033801,0.002283,0.015621
1941,3,0.03781,0.003346,0.019279,0.005803,-0.000392,0.036298,0.007056,0.027982
1941,4,0.04424,0.0,0.093027,0.0,0.006178,0.031122,0.003476,0.021431
1941,5,0.044801,0.0,0.021828,0.0,0.018387,0.031659,-5.4e-05,0.01708
1941,6,-0.011608,0.003364,0.018648,0.005406,0.008324,0.046377,-0.000501,0.037595
1941,7,-0.081402,0.0,-0.088905,0.0,0.00664,0.046226,0.002364,0.022355
1941,8,0.048084,0.0,-0.000481,0.0,-0.010907,0.03982,0.001285,0.015125
1941,9,0.02575,0.005734,0.003087,0.00693,0.007083,0.04017,0.003033,0.028007
1941,10,-0.045191,0.0,-0.086072,0.0,0.001906,0.044786,0.003675,0.022424
1941,11,0.028714,0.0,0.031353,0.0,-0.004252,0.041985,-9.1e-05,0.024052
1941,12,-0.004004,0.004223,0.023112,0.006709,0.010697,0.039625,-0.000145,0.02121
1942,1,0.026909,0.0,0.021101,0.0,-0.002453,0.046966,-0.000879,0.021302
1942,2,0.011043,0.0,0.028538,0.0,0.00498,0.036474,0.002749,0.021806
1942,3,0.019951,0.003941,-0.007834,0.005257,0.008458,0.045968,-0.000518,0.019266
1942,4,-0.006962,0.0,-0.054395,0.0,0.001404,0.035543,0.004768,0.027278
1942,5,0.033833,0.0,-0.00484,0.0,0.020193,0.047246,0.002714,0.022085
1942,6,0.030985,0.00151,0.006847,0.00656,-0.005437,0.046327,0.004103,0.027228
1942,7,-0.014752,0.0,0.030727,0.0,-0.01517,0.041279,0.000551,0.023823
1942,8,-0.039253,0.0,-0.001617,0.0,0.00221,0.045577,0.001644,0.015442
1942,9,0.071656,0.005272,0.077146,0.006376,-0.004719,0.039184,0.007369,0.028164
1942,10,0.014737,0.0,-0.016197,0.0,-0.004239,0.038754,0.003039,0.034905
1942,11,0.075947,0.0,0.036147,0.0,0.017526,0.044086,0.001693,0.014772
1942,12,-0.077271,0.00482,-0.043497,0.006117,0.009574,0.040723,0.004008,0.02881
1943,1,0.056919,0.0,0.060366,0.0,-0.00455,0.037027,0.005145,0.021372
1943,2,-0.028655,0.0,-0.045432,0.0,0.002687,0.027728,0.001292,0.018535
1943,3,0.035785,0.003122,0.018259,0.005277,0.011359,0.040828,0.002251,0.024683
1943,4,-0.020846,0.0,-0.009047,0.0,0.006256,0.048229,0.004338,0.035432
1943,5,-0.03715,0.0,0.063602,0.0,0.012265,0.043954,-0.005487,0.02736
1943,6,0.011937,0.004528,0.016024,0.006779,0.0105,0.039294,0.002921,0.028401
1943,7,0.020658,0.0,-0.034546,0.0,0.023195,0.041493,-9e-05,0.020906
1943,8,0.015142,0.0,0.045841,0.0,0.003581,0.041294,0.003695,0.023123
1943,9,0.006533,0.003836,-0.048119,0.007837,0.00885,0.033856,-0.004177,0.017125
1943,10,-0.043632,0.0,-0.026824,0.0,0.003668,0.043186,0.00387,0.030956
1943,11,0.020057,0.0,0.034313,0.0,-0.004895,0.037897,-0.000456,0.019564
1943,12,0.010671,0.005488,-0.017661,0.007468,0.01082,0.029742,0.00537,0.025231
1944,1,-0.039608,0.0,0.006437,0.0,0.01364,0.036096,0.003485,0.02032
1944,2,0.022953,0.0,0.05996,0.0,0.004388,0.048761,0.003697,0.020718
1944,3,-0.024811,0.004815,-0.037939,0.007705,0.006247,0.041664,0.001358,0.016703
1944,4,0.004015,0.0,0.032866,0.0,0.009804,0.034279,0.003932,0.03292
1944,5,0.050531,0.0,0.116337,0.0,0.003929,0.043481,0.003035,0.02987
1944,6,-0.021879,0.004219,-0.018835,0.005631,0.001275,0.041293,0.004048,0.023611
1944,7,0.053687,0.0,0.033015,0.0,0.00417,0.033736,9.8e-05,0.023761
1944,8,0.043783,0.0,0.075076,0.0,0.007177,0.045148,0.000394,0.034899
1944,9,-0.023897,0.003751,-0.065876,0.006813,0.014881,0.040325,0.003603,0.020805
1944,10,-0.021079,0.0,0.046331,0.0,-0.006475,0.041467,0.002279,0.017516
1944,11,-0.071944,0.0,-0.062655,0.0,0.009305,0.03683,0.005344,0.026405
1944,12,-0.029708,0.004643,0.003302,0.006286,0.000949,0.042262,0.000868,0.028892
1945,1,0.007445,0.0,0.030555,0.0,0.002802,0.035301,0.003174,0.023555
1945,2,-0.032279,0.0,-0.050486,0.0,0.005333,0.033656,0.001011,0.028023
1945,3,0.059882,0.004843,0.021886,0.005863,-0.000362,0.033861,-0.00034,0.025637
1945,4,0.113653,0.0,0.10746,0.0,0.009102,0.04296,0.002039,0.014301
1945,5,0.063344,0.0,0.066569,0.0,0.004037,0.039037,0.001659,0.029237
1945,6,-0.064625,0.005647,-0.052264,0.006566,0.008743,0.041762,0.004514,0.036783
1945,7,-0.074272,0.0,-0.091861,0.0,0.010327,0.037634,0.003291,0.019185
1945,8,0.02488,0.0,-0.030411,0.0,0.001485,0.042685,0.001306,0.023348
1945,9,0.079671,0.003532,0.025435,0.006239,0.019602,0.039224,0.004493,0.018981
1945,10,0.051109,0.0,0.027399,0.0,-0.000935,0.02832,-0.0001,0.027525
1945,11,-0.033362,0.0,-0.043866,0.0,-0.007063,0.042096,-0.000494,0.023116
1945,12,0.066525,0.003842,0.033414,0.006603,0.021929,0.040215,-0.001378,0.02258
1946,1,0.076168,0.0,0.136228,0.0,-0.006293,0.034922,0.002112,0.020429
1946,2,-0.027161,0.0,-0.044116,0.0,0.005942,0.048408,0.003791,0.021277
1946,3,-0.04985,0.002884,-0.032382,0.00749,-0.004429,0.031678,0.005052,0.02463
1946,4,-0.056031,0.0,-0.059348,0.0,0.024193,0.041164,0.000484,0.037184
1946,5,0.009711,0.0,-0.000618,0.0,0.00209,0.0415,-0.001458,0.025939
1946,6,0.028212,0.003811,-0.043153,0.006089,0.007231,0.036643,0.001228,0.03385
1946,7,0.006242,0.0,0.012215,0.0,0.002129,0.043747,0.006216,0.028767
1946,8,-0.034296,0.0,0.047682,0.0,0.000417,0.041442,0.004118,0.029385
1946,9,-0.073261,0.004318,-0.044854,0.006289,0.010332,0.036998,0.004722,0.034187
1946,10,0.051455,0.0,0.088836,0.0,-0.002362,0.033076,0.003508,0.031564
1946,11,-0.002962,0.0,0.022543,0.0,-0.006304,0.041608,0.002077,0.027812
1946,12,-0.001854,0.003917,-0.019406,0.007617,-0.000267,0.04431,0.005356,0.024093
1947,1,-0.00829,0.0,-0.028957,0.0,0.002469,0.044245,0.001881,0.028361
1947,2,0.012806,0.0,0.027211,0.0,0.001477,0.041252,-0.000843,0.017732
1947,3,-0.051993,0.003408,-0.045409,0.005481,0.00939,0.03796,0.004623,0.029967
1947,4,-0.018549,0.0,-0.010266,0.0,-0.013637,0.036764,0.0019,0.024959
1947,5,0.021275,0.0,0.051033,0.0,0.010086,0.04074,0.002778,0.017718
1947,6,0.032434,0.005221,0.006489,0.007314,0.006498,0.047062,0.00157,0.016963
1947,7,-0.027851,0.0,-0.043688,0.0,0.012826,0.039534,0.003999,0.025891
1947,8,0.052045,0.0,0.050934,0.0,-0.007794,0.044552,0.003287,0.020254
1947,9,0.006912,0.00469,0.007361,0.007248,0.006213,0.041973,0.004776,0.018319
1947,10,0.055065,0.0,0.020544,0.0,0.000991,0.037997,0.003083,0.024063
1947,11,0.012002,0.0,-0.028371,0.0,-0.003572,0.045323,0.004366,0.030151
1947,12,0.034216,0.004986,0.000376,0.006434,-0.001749,0.047069,0.000744,0.024413
1948,1,-0.023041,0.0,-0.034737,0.0,-0.009859,0.029972,0.003445,0.018112
1948,2,0.035074,0.0,-0.00672,0.0,-0.001895,0.038842,-0.002674,0.026683
1948,3,-0.015291,0.005221,-0.001125,0.007458,0.003229,0.043162,0.000834,0.025596
1948,4,0.052037,0.0,-0.005081,0.0,-0.000749,0.040542,0.002304,0.037623
1948,5,0.039299,0.0,0.033292,0.0,0.005385,0.040919,0.001752,0.033886
1948,6,-0.03372,0.003136,-0.024339,0.007341,-0.009801,0.035384,0.004094,0.023072
1948,7,0.064305,0.0,0.004649,0.0,0.004694,0.036042,0.003587,0.025725
1948,8,-0.009655,0.0,-0.019531,0.0,-0.013212,0.044538,0.000841,0.032408
1948,9,0.00304,0.003373,0.017353,0.006486,0.002167,0.046436,0.002706,0.021594
1948,10,0.091599,0.0,0.034971,0.0,0.001925,0.045246,0.006495,0.020396
1948,11,0.019845,0.0,0.015559,0.0,0.008176,0.039746,0.004996,0.020311
1948,12,-0.053484,0.00135,-0.060228,0.006057,-0.006747,0.037316,0.003537,0.020816
1949,1,0.017342,0.0,0.027608,0.0,0.007798,0.035186,-0.000234,0.027443
1949,2,-0.037248,0.0,0.0111,0.0,-0.004576,0.039101,0.002632,0.027327
1949,3,0.043636,0.005684,-0.000869,0.004664,-0.002532,0.03072,0.0022,0.023529
1949,4,0.038465,0.0,0.09146,0.0,0.014693,0.036943,0.006272,0.017893
1949,5,0.000942,0.0,-0.019677,0.0,0.005523,0.035514,-0.001105,0.025626
1949,6,0.03329,0.004527,0.041152,0.00721,-0.008936,0.042898,0.000647,0.029553
1949,7,0.039924,0.0,0.036813,0.0,0.006268,0.038445,0.000778,0.025072
1949,8,0.036324,0.0,0.006702,0.0,0.005682,0.043217,0.004986,0.02517
1949,9,-0.034184,0.005029,-0.054661,0.007249,9.2e-05,0.04664,0.003711,0.019714
1949,10,0.028034,0.0,0.050672,0.0,-0.00611,0.039145,-0.003561,0.022927
1949,11,0.034457,0.0,0.015664,0.0,0.000291,0.041272,-0.005018,0.029175
1949,12,-0.015911,0.00324,-0.042211,0.006095,-0.005337,0.039832,0.003956,0.023434
1950,1,-0.014465,0.0,-0.094169,0.0,0.018586,0.043411,0.002921,0.02198
1950,2,0.011746,0.0,0.020047,0.0,0.016626,0.036227,-0.000548,0.02395
1950,3,-0.005063,0.003562,0.025027,0.006219,-0.000948,0.03612,0.00196,0.025132
1950,4,0.00613,0.0,0.021672,0.0,0.001653,0.043898,0.002148,0.027478
1950,5,-0.010485,0.0,0.025842,0.0,0.003604,0.035506,0.00597,0.024667
1950,6,-0.065424,0.003989,-0.013124,0.005988,0.013995,0.046454,0.003918,0.026333
1950,7,-0.04714,0.0,-0.023833,0.0,-0.000419,0.032746,0.000958,0.027543
1950,8,0.004186,0.0,-0.02995,0.0,-0.001929,0.051027,-0.001271,0.0259
1950,9,-0.058719,0.003501,-0.081523,0.00565,0.001477,0.037377,0.002072,0.028138
1950,10,0.020218,0.0,0.027487,0.0,0.009306,0.040031,0.002011,0.033798
1950,11,0.077001,0.0,0.025772,0.0,-0.003727,0.041836,-0.001022,0.025035
1950,12,-0.035367,0.004691,-0.069216,0.006447,-0.002105,0.045908,0.005826,0.0275
1951,1,-0.074132,0.0,-0.008376,0.0,0.007381,0.037087,0.006254,0.029719
1951,2,0.046863,0.0,0.044028,0.0,-0.008181,0.039169,0.002689,0.022857
1951,3,-0.079935,0.005374,-0.018232,0.007054,0.00743,0.034047,-4.3e-05,0.025137
1951,4,-0.060788,0.0,-0.103572,0.0,-0.006254,0.037177,0.001803,0.030054
1951,5,0.086011,0.0,0.099317,0.0,0.001937,0.040157,0.003338,0.025697
1951,6,0.013997,0.003851,-0.000192,0.005871,0.002159,0.043344,8.3e-05,0.024353
1951,7,-0.06498,0.0,-0.07294,0.0,0.008721,0.039599,0.006947,0.020253
1951,8,-0.089977,0.0,-0.096405,0.0,0.008453,0.0453,0.003319,0.022988
1951,9,-0.061853,0.002559,-0.096707,0.007989,-0.006455,0.040014,0.006338,0.026832
1951,10,-0.039939,0.0,-0.066166,0.0,0.000672,0.037425,0.002797,0.017525
1951,11,0.022234,0.0,-0.018599,0.0,0.003595,0.043128,0.001883,0.013805
1951,12,0.068101,0.003981,0.040237,0.005801,0.004,0.03933,-0.000876,0.032739
1952,1,0.031308,0.0,0.008493,0.0,-0.006379,0.04229,3.1e-05,0.020161
1952,2,-0.013802,0.0,-0.074579,0.0,0.01888,0.03793,0.000364,0.029005
